location_name,latitude,longitude,total_pois,pois_fetched,ACCESS_GATEWAY,ADMINISTRATIVE_DIVISION,ADVENTURE_SPORTS_VENUE,AGRICULTURE,AIRPORT,AMUSEMENT_PARK,AUTOMOTIVE_DEALER,BANK,BEACH,BUILDING_POINT,BUSINESS_PARK,CAFE_PUB,CAMPING_GROUND,CAR_WASH,CASH_DISPENSER,CASINO,CINEMA,CITY_CENTER,CLUB_ASSOCIATION,COLLEGE_UNIVERSITY,COMMERCIAL_BUILDING,COMMUNITY_CENTER,COMPANY,COURTHOUSE,CULTURAL_CENTER,DENTIST,DEPARTMENT_STORE,DOCTOR,ELECTRIC_VEHICLE_STATION,EMBASSY,EMERGENCY_MEDICAL_SERVICE,ENTERTAINMENT,EXCHANGE,EXHIBITION_CONVENTION_CENTER,FERRY_TERMINAL,FIRE_STATION_BRIGADE,FRONTIER_CROSSING,FUEL_FACILITIES,GEOGRAPHIC_FEATURE,GOLF_COURSE,GOVERNMENT_OFFICE,HEALTH_CARE_SERVICE,HELIPAD_HELICOPTER_LANDING,HOLIDAY_RENTAL,HOSPITAL_POLYCLINIC,HOTEL_MOTEL,ICE_SKATING_RINK,IMPORTANT_TOURIST_ATTRACTION,INDUSTRIAL_BUILDING,LEISURE_CENTER,LIBRARY,MANUFACTURING_FACILITY,MARINA,MARKET,MEDIA_FACILITY,MILITARY_INSTALLATION,MOTORING_ORGANIZATION_OFFICE,MOUNTAIN_PASS,MUSEUM,NATIVE_RESERVATION,NIGHTLIFE,NON_GOVERNMENTAL_ORGANIZATION,OPEN_PARKING_AREA,OTHER,PARKING_GARAGE,PARK_RECREATION_AREA,PETROL_STATION,PHARMACY,PLACE_OF_WORSHIP,POLICE_STATION,PORT_WAREHOUSE_FACILITY,POST_OFFICE,PRIMARY_RESOURCE_UTILITY,PRISON_CORRECTIONAL_FACILITY,PUBLIC_AMENITY,PUBLIC_TRANSPORT_STOP,RAILWAY_STATION,RENT_A_CAR_FACILITY,RENT_A_CAR_PARKING,REPAIR_FACILITY,RESEARCH_FACILITY,RESIDENTIAL_ACCOMMODATION,RESTAURANT,RESTAURANT_AREA,REST_AREA,SCENIC_PANORAMIC_VIEW,SCHOOL,SHOP,SHOPPING_CENTER,SPORTS_CENTER,STADIUM,SWIMMING_POOL,TENNIS_COURT,THEATER,TOURIST_INFORMATION_OFFICE,TRAFFIC_LIGHT,TRAFFIC_SERVICE_CENTER,TRAFFIC_SIGN,TRAIL_SYSTEM,TRANSPORT_AUTHORITY_VEHICLE_REGISTRATION,TRUCK_STOP,VETERINARIAN,WATER_SPORT,WEIGH_STATION,WELFARE_ORGANIZATION,WINERY,ZOOS_ARBORETA_BOTANICAL_GARDEN,raw_classifications,unique_classifications,non_zero_categories
"Visakhapatnam City, Andhra Pradesh",17.710186,83.1769123,42,42,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,6,3,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SCHOOL, SPORTS_CENTER, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, COLLEGE_UNIVERSITY",14,14
"Guntur City, Andhra Pradesh",16.498447,80.6439998,100,100,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,6,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,33,4,0,0,0,5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BANK, SHOPPING_CENTER, SCHOOL, COMPANY, EXCHANGE, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, COLLEGE_UNIVERSITY, HOLIDAY_RENTAL, RESIDENTIAL_ACCOMMODATION, COMMERCIAL_BUILDING, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, ELECTRIC_VEHICLE_STATION, SHOP",19,19
"Tirupati, Andhra Pradesh",13.6287278,79.4190701,100,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HOLIDAY_RENTAL, GEOGRAPHIC_FEATURE, RESTAURANT, BANK, PLACE_OF_WORSHIP, DENTIST, SHOP, HOTEL_MOTEL, COMPANY, PUBLIC_AMENITY, PHARMACY",11,11
"Mangalore City, Karnataka",12.9070024,74.8803527,46,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"GEOGRAPHIC_FEATURE, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SCHOOL, SHOP, COMMERCIAL_BUILDING, VETERINARIAN, GOVERNMENT_OFFICE, DOCTOR, COMPANY, EXHIBITION_CONVENTION_CENTER, HOTEL_MOTEL, COLLEGE_UNIVERSITY",15,15
"Hubli City, Karnataka",15.3862196,75.082741,100,100,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,0,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HOLIDAY_RENTAL, REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, AUTOMOTIVE_DEALER, DENTIST, SHOP, GOVERNMENT_OFFICE, HOTEL_MOTEL, DOCTOR, PETROL_STATION, IMPORTANT_TOURIST_ATTRACTION, COMPANY, PHARMACY",18,18
"Mysore City, Karnataka",12.3136462,76.6171643,100,100,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,10,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,7,5,0,0,0,13,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, BANK, STADIUM, SCHOOL, IMPORTANT_TOURIST_ATTRACTION, LIBRARY, PARK_RECREATION_AREA, GOVERNMENT_OFFICE, HOTEL_MOTEL, COLLEGE_UNIVERSITY, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, HOSPITAL_POLYCLINIC, CAFE_PUB, RESTAURANT, SHOP, MUSEUM, OPEN_PARKING_AREA",20,20
"Coimbatore City, Tamil Nadu",11.0804508,76.8366161,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOTEL_MOTEL,1,1
"Madurai City, Tamil Nadu",9.7427816,77.7953645,100,100,0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, IMPORTANT_TOURIST_ATTRACTION, BANK, PLACE_OF_WORSHIP, SCHOOL, AUTOMOTIVE_DEALER, SHOP, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, PHARMACY",16,16
"Tiruchirappalli, Tamil Nadu",10.8008235,78.6899185,100,100,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,2,0,0,0,0,15,0,0,4,0,0,0,2,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, PLACE_OF_WORSHIP, SCHOOL, SPORTS_CENTER, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, COMMERCIAL_BUILDING, GOVERNMENT_OFFICE, COMPANY, PETROL_STATION, DOCTOR, COLLEGE_UNIVERSITY",17,17
"Varanasi City, Uttar Pradesh",25.3096924,83.0056763,100,100,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,2,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PETROL_STATION, REPAIR_FACILITY, RESTAURANT, GEOGRAPHIC_FEATURE, BANK, CAFE_PUB, SHOPPING_CENTER, PLACE_OF_WORSHIP, SCHOOL, PUBLIC_AMENITY, SHOP, COMMERCIAL_BUILDING, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, DOCTOR, HOSPITAL_POLYCLINIC, PHARMACY",18,18
"Noida Sector 18, Uttar Pradesh",28.5705225,77.3261967,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, SCHOOL, AMUSEMENT_PARK, SHOP, COMMERCIAL_BUILDING, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, PHARMACY, RAILWAY_STATION, EXCHANGE",12,12
"Greater Noida, Uttar Pradesh",28.4477179,77.524566,100,100,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, BANK, SHOPPING_CENTER, SCHOOL, DOCTOR, COMPANY, PHARMACY, NIGHTLIFE, PARK_RECREATION_AREA, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, HOLIDAY_RENTAL, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, RESTAURANT, CAFE_PUB, AUTOMOTIVE_DEALER, SHOP, PETROL_STATION",22,22
"Gurgaon Cyber City, Haryana",28.4798011,77.0813162,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
"Faridabad City, Haryana",28.4841588,77.3257282,100,100,0,0,0,0,0,0,2,2,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,1,0,0,0,0,0,0,0,1,0,6,14,0,0,0,13,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, SHOP, MARKET, GOVERNMENT_OFFICE, COMMERCIAL_BUILDING, DOCTOR, HOTEL_MOTEL, HOSPITAL_POLYCLINIC, PHARMACY",18,18
"Dehradun City, Uttarakhand",30.118491,78.294956,100,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,84,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"RESTAURANT, BANK, SPORTS_CENTER, SCHOOL, WATER_SPORT, SHOP, HOTEL_MOTEL, PHARMACY",8,8
"Haridwar City, Uttarakhand",30.0604135,78.2894862,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAFE_PUB, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, SPORTS_CENTER, HOTEL_MOTEL",6,6
"Amritsar City, Punjab",31.6587342,74.841167,100,100,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, CAFE_PUB, PLACE_OF_WORSHIP, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, SHOP, HOTEL_MOTEL, COMPANY, DOCTOR, PHARMACY",11,11
"South Extension, New Delhi",28.5694154,77.2209031,100,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, BANK, SCHOOL, SHOP, MARKET, MUSEUM, HOTEL_MOTEL, COMPANY",8,8
"Hauz Khas, New Delhi",28.5526463,77.2017518,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,6,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,1,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, PARKING_GARAGE, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, ELECTRIC_VEHICLE_STATION, SCHOOL, SPORTS_CENTER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, OPEN_PARKING_AREA, IMPORTANT_TOURIST_ATTRACTION, MUSEUM, COLLEGE_UNIVERSITY, LEISURE_CENTER",18,18
"Lajpat Nagar, New Delhi",28.5731147,77.2462327,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,2,0,0,0,0,2,0,0,6,0,0,0,4,46,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HOLIDAY_RENTAL, GEOGRAPHIC_FEATURE, RESTAURANT, REPAIR_FACILITY, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SPORTS_CENTER, SCHOOL, DENTIST, PUBLIC_AMENITY, SHOP, GOVERNMENT_OFFICE, HOTEL_MOTEL, DOCTOR, COMPANY, HOSPITAL_POLYCLINIC, PHARMACY",17,17
"Saket, New Delhi",28.5257049,77.2143917,100,100,0,0,0,0,0,1,2,6,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,4,6,0,0,1,0,0,0,0,0,0,0,1,0,1,30,0,0,0,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, BANK, PARKING_GARAGE, SCHOOL, DOCTOR, COMPANY, PHARMACY, AMUSEMENT_PARK, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, HOSPITAL_POLYCLINIC, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, ELECTRIC_VEHICLE_STATION, AUTOMOTIVE_DEALER, DENTIST, SHOP, OPEN_PARKING_AREA, PETROL_STATION",25,25
"Dwarka Sector 12, New Delhi",28.5969098,77.0419895,100,100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,0,0,0,3,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, PETROL_STATION, DOCTOR, HOSPITAL_POLYCLINIC",16,16
"Gurgaon MG Road, Haryana",28.4798011,77.0813162,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
"Golf Course Road, Gurgaon, Haryana",28.4626859,77.117071,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GOVERNMENT_OFFICE, RESTAURANT",2,2
"Udyog Vihar, Gurgaon, Haryana",28.5048124,77.0695199,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,12,0,2,18,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HOLIDAY_RENTAL, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, GEOGRAPHIC_FEATURE, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SHOP, COMMERCIAL_BUILDING, HOTEL_MOTEL, COMPANY, PHARMACY, COLLEGE_UNIVERSITY, EXCHANGE",14,14
"Sohna Road, Gurgaon, Haryana",28.4198873,77.1533811,40,40,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, CAFE_PUB, RESTAURANT, BANK, PLACE_OF_WORSHIP, ELECTRIC_VEHICLE_STATION, SCHOOL, AUTOMOTIVE_DEALER, SPORTS_CENTER, SHOP, COMMERCIAL_BUILDING, GOVERNMENT_OFFICE, DOCTOR, PETROL_STATION, HOSPITAL_POLYCLINIC, PHARMACY",16,16
"Noida Sector 62, Uttar Pradesh",28.626626,77.3654727,100,100,0,0,0,0,0,0,0,2,0,0,1,10,0,0,0,0,0,0,0,7,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, COMMERCIAL_BUILDING, SHOP, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, MEDIA_FACILITY, COLLEGE_UNIVERSITY, LEISURE_CENTER",16,16
"Noida Sector 76, Uttar Pradesh",28.568967,77.3852713,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"RESTAURANT, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, DENTIST, SHOP, MARKET, VETERINARIAN, DOCTOR, COMPANY, PHARMACY",10,10
"Colaba, Mumbai, Maharashtra",18.9249319,72.8300808,100,100,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6,0,8,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,3,1,0,0,2,4,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,12,8,0,0,0,6,21,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TOURIST_INFORMATION_OFFICE, INDUSTRIAL_BUILDING, HEALTH_CARE_SERVICE, BANK, STADIUM, SHOPPING_CENTER, SCHOOL, COMPANY, DOCTOR, IMPORTANT_TOURIST_ATTRACTION, EXCHANGE, NIGHTLIFE, PARK_RECREATION_AREA, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, COLLEGE_UNIVERSITY, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, GEOGRAPHIC_FEATURE, RESTAURANT, CAFE_PUB, SHOP, MUSEUM, POLICE_STATION",29,29
"Fort, Mumbai, Maharashtra",18.9459596,72.8337847,100,100,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,5,1,0,0,0,10,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, HEALTH_CARE_SERVICE, BANK, SCHOOL, COMPANY, IMPORTANT_TOURIST_ATTRACTION, EXCHANGE, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, COMMERCIAL_BUILDING, GEOGRAPHIC_FEATURE, RESTAURANT, CAFE_PUB, SHOP, OPEN_PARKING_AREA, POLICE_STATION",19,19
"Borivali West, Mumbai, Maharashtra",19.2297,72.852173,100,100,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,21,2,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, HEALTH_CARE_SERVICE, BUSINESS_PARK, BANK, SCHOOL, COMPANY, DOCTOR, PHARMACY, EXCHANGE, HOTEL_MOTEL, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, COMMERCIAL_BUILDING, HOSPITAL_POLYCLINIC, CAFE_PUB, RESTAURANT, DENTIST, PRIMARY_RESOURCE_UTILITY, SHOP",19,19
"Kandivali East, Mumbai, Maharashtra",19.1913449,72.8740971,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HEALTH_CARE_SERVICE, RESTAURANT, CAFE_PUB, GEOGRAPHIC_FEATURE, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, SCHOOL, SHOP, DOCTOR, COMPANY, HOSPITAL_POLYCLINIC, PHARMACY, POLICE_STATION",14,14
